ID,Age,Income,EducationLevel,WorkExperience,Satisfaction,SpendingHabits,Region,PurchaseFrequency,ProductCategory,Score1,Score2,Score3,Score4,Score5,Group
62,41,37184.298176421726,PhD,58,63,69675.68529614055,West,Rarely,Electronics,73172.8515782175,54501.38388198926,10336.885052850092,48721.899065092744,81965.33667881813,C
63,42,38058.51946737786,Master,53,18,43520.34946124301,North,Monthly,Electronics,50533.83472769311,67813.98141154434,20922.850585879652,21944.770695807954,52401.071016390706,C
55,44,18207.565476697735,Master,64,47,38289.174860325074,North,Yearly,Food,32293.032405999344,36404.502271533725,38846.64815081969,52038.49492977558,52270.170834129334,C
51,48,53074.71848791038,Bachelor,56,27,56468.29314211485,East,Yearly,Food,54922.826287072014,45220.499227348286,41268.73616389465,15389.162164157082,69928.5619807816,C
22,24,11528.62411738903,Master,18,38,23722.094922698117,South,Monthly,Books,50500.548823034434,41843.06662670674,92455.00668000284,61164.210747595294,49861.32917000022,C
43,50,47087.4848392642,Bachelor,64,25,69152.15819910192,South,Weekly,Books,87628.40891450761,72714.51599902858,52349.89768863671,59995.866458704564,60071.77285458178,A
22,47,80735.21260945399,High School,64,64,52482.46987172098,North,Monthly,Electronics,28022.86284112858,25507.620796588162,53023.830824089804,42754.54633268405,30691.54771781538,A
43,43,40545.45281716758,High School,32,41,32805.16436565339,South,Monthly,Clothing,74154.04583602608,76961.42567645982,78063.86673250423,32399.120329780315,78019.73102077315,B
37,29,73829.43229869963,High School,24,42,16524.60383739252,East,Monthly,Books,35939.00759392779,10818.513159947935,69947.21262939568,21808.633478751417,8544.490454121093,A
19,50,19995.531745647397,PhD,46,45,25010.843524606447,East,Weekly,Clothing,78441.5269527708,66398.00615494495,26443.714539086617,38568.469049380095,45161.18580775292,C
33,33,24623.873215866475,Bachelor,23,33,79907.0557313057,North,Monthly,Food,33249.76885573715,38777.05024831509,32542.416300412562,33486.135502592486,25524.2110545356,B
57,34,53699.68384280153,Master,19,54,49517.738648971856,East,Weekly,Books,69637.4718850984,71417.71593779777,522.1613054085537,51570.390585715526,68840.86974067416,A
38,19,59095.565227734725,High School,58,31,36382.08440707768,West,Rarely,Books,52734.99528033573,32875.98090488054,28915.83340295306,51193.74420092196,26994.385848773032,A
41,38,23579.166435057912,Master,42,50,34302.88322987659,North,Monthly,Food,45426.67947857244,35769.42833811828,58143.860054806166,53983.63081989671,50236.6912183244,B
46,26,66448.88535171142,Bachelor,51,23,17512.8262009239,North,Rarely,Clothing,26296.69325765319,38170.34921672658,60518.69098399202,62191.540356592996,60638.13788348161,B
43,37,66714.26657153838,PhD,48,24,53216.27045373228,North,Monthly,Clothing,78477.84629147778,72853.0443491271,35566.14339824794,46617.641835156945,47096.162818455596,C
43,26,5207.72555957974,Master,44,39,29589.044090135427,West,Monthly,Books,68409.22810623089,61047.56994154785,37878.54377159233,31592.0802699024,15942.33376189664,B
64,56,30310.297128223217,Master,53,41,57634.74940078862,East,Monthly,Food,47004.719309207976,63725.929149432144,57385.697387020984,36025.788838090775,30953.00085824227,B
29,54,54828.572436978146,Bachelor,55,25,40120.36428824936,East,Yearly,Electronics,37527.32436512716,79985.06342552362,62239.124804247236,33589.695629152266,36431.31176983309,B
56,21,45764.202909579246,Bachelor,21,41,53506.65448288894,North,Rarely,Food,44740.31800627563,56090.1583810156,60500.19321343445,47819.55412646175,58375.20801906227,B
27,37,41590.52769308624,High School,19,36,43710.61335374252,South,Weekly,Food,76475.36404381707,60637.01203786589,57276.45406055117,39375.701467970735,60760.024591576184,A
26,40,58551.61727864266,PhD,52,62,53348.776705902645,South,Weekly,Books,32294.727900823746,60451.93716049248,56448.47811942813,75374.1433769692,47274.948575905066,B
36,64,43881.29224828539,Bachelor,21,45,24382.853961930094,West,Weekly,Clothing,39783.72823672175,5783.635334565792,70003.59432991683,47922.783573037814,55239.33936042549,A
22,42,30462.120206656244,High School,57,35,59029.880435108105,West,Weekly,Books,66022.62456494385,89985.16743025191,24594.359485979287,66585.52629260284,32662.89482965718,A
26,45,40355.05972007512,PhD,38,45,64232.41745914961,East,Yearly,Clothing,42412.618478318494,34001.702089232116,51180.22370692242,74014.65069567593,17383.50780261032,C
57,27,39830.28714307623,Master,58,19,54299.370250259926,East,Rarely,Food,52751.00522414498,23195.061598597204,57117.91591988521,85503.3441455132,6106.313559190079,C
32,33,50179.48998070383,Bachelor,62,54,62453.735380009755,South,Rarely,Clothing,31747.841072919124,54652.44647913177,68726.81175536549,41933.49452500111,93663.01205201368,A
26,26,18478.760222021352,Bachelor,46,39,58426.737929799434,South,Rarely,Clothing,66948.26045605965,66774.6610067958,40740.013905031046,35159.437750281744,41876.99362870242,C
21,45,74193.26430571066,Master,27,25,58963.26299863474,South,Yearly,Clothing,31380.622164663386,67525.1379382235,56888.50782177588,18695.93445507706,68234.89024027591,A
44,33,39570.67008986715,PhD,57,35,51197.35959392359,North,Rarely,Clothing,14525.513650256456,50015.287195493234,68090.66667772215,38919.55075448182,43767.84654277207,B
46,61,48244.17269076369,PhD,64,56,78609.64023488198,West,Monthly,Food,59372.93334172069,60856.36264494779,46921.6960652305,37287.78232193493,62107.84616969416,A
45,31,77328.79645262432,PhD,28,47,12184.690415291443,North,Rarely,Books,50713.73240120439,25568.99132170886,79188.5561452169,38772.766532195805,66678.42269475598,A
41,31,81385.88496765823,Bachelor,37,62,32631.04112352493,West,Weekly,Electronics,65832.77589229945,45121.499175625824,87773.50114185055,39649.72406339837,43755.09201702181,B
18,56,90633.6096723076,Bachelor,52,60,44509.32435693216,East,Yearly,Electronics,53018.659676673895,35026.42309797453,4299.014744727909,20811.206687720158,52825.86208079677,A
20,29,27375.72851608529,Master,59,34,51482.983805414224,East,Rarely,Food,68905.0234583957,45715.19393302536,47746.955431542374,53078.48450725544,47521.31551683441,C
54,18,52534.30966933803,PhD,31,54,51086.16918732055,East,Yearly,Food,32077.325187197035,80040.30919228884,28445.85364584164,66626.81573830254,53975.101898599656,A
53,62,45884.72559732915,Bachelor,35,54,54644.2309684854,North,Rarely,Books,29808.16995116685,43447.65894959596,58623.463651543796,52816.11331398864,27999.801413105808,B
31,61,38047.50468924806,Master,24,45,24568.744169347734,East,Monthly,Electronics,41395.86954794058,45981.188551671556,47054.1969844371,85034.72589556295,41388.456825494126,C
27,60,87184.16978959239,Bachelor,37,45,63713.44827020549,East,Yearly,Electronics,61228.871195660664,55362.38358751568,45819.98194031364,60826.91492209456,13677.496546440285,A
59,62,68934.63912475019,PhD,27,20,32218.496279196177,South,Yearly,Clothing,30976.783423564964,67711.42454616888,24141.580240690902,59152.32110757709,19620.24711953353,B
61,47,43479.020517385004,Master,33,52,56084.45758297195,West,Rarely,Food,12212.927594399058,51042.50727067158,27786.32009947266,33860.19970878647,50025.091952540504,A
53,41,70924.97905287376,Bachelor,39,28,36312.59200347526,South,Rarely,Electronics,37118.545204974085,56099.94127585736,36184.38520694821,20646.732601518015,8882.066148840575,B
60,50,45033.40896692192,High School,42,29,9102.40511817787,East,Rarely,Books,57111.425871125684,39440.84362780191,58525.033635418404,19826.461193430783,41416.03969795868,C
25,48,57492.62080210867,Bachelor,19,36,2295.705812054628,South,Rarely,Books,36329.59985551559,41339.59167059806,22061.993105433252,65441.35712400161,78403.11623924128,C
56,49,27089.237208224662,PhD,31,47,62558.768134889506,East,Yearly,Food,40100.22513671293,34551.47705666828,49248.96863673037,33544.73801510486,57126.378295687035,B
34,50,63381.625369228204,Bachelor,45,53,71848.71990549925,East,Rarely,Electronics,33235.77549187174,56534.01554093173,49204.55806752628,293.026076750466,11258.156175203432,C
49,35,60946.16738422776,Master,41,32,41094.95222160047,West,Rarely,Electronics,16158.538766165613,52663.81603226288,64340.40700380897,61684.759715269,58282.525018926004,B
40,56,81032.71806630568,High School,63,27,92536.68808820537,West,Yearly,Books,56043.66648417503,73607.70556369534,42652.46987565813,51488.7581138811,39857.4915510543,B
20,35,46668.05458579602,Bachelor,24,38,38087.50938200803,North,Rarely,Food,7954.292297007618,44619.10883510765,23723.339817394448,47962.828853648025,41086.42451611819,B
32,51,59729.22134193263,Master,43,31,75685.53539035507,North,Yearly,Food,41626.40207985275,7422.438213965164,73298.83502497523,51693.07306793817,45004.39654584801,B
34,25,72735.48979090582,Master,19,45,81372.73956728147,West,Weekly,Clothing,49332.28553568518,34817.6269399358,48497.58025906073,43466.235921580745,37063.793606378356,C
52,28,8751.292067205388,PhD,18,23,14610.18903909246,North,Yearly,Clothing,60341.05479049812,53121.053585679794,62697.418418241345,81135.9204230299,56068.574433778216,C
32,59,42470.47464154575,PhD,31,32,41119.84074181705,North,Weekly,Electronics,52001.60788763889,34538.493917202046,20174.26620280058,73005.48327795696,80546.61293924865,A
27,56,26461.655033123694,High School,44,34,39098.60024060385,West,Yearly,Electronics,49604.29402838429,47759.904131874704,65451.090453758705,76453.39574278507,63381.302841613404,B
38,45,40963.2498896648,High School,46,64,20450.979615948312,North,Rarely,Food,70321.3348543834,70056.02737925296,47951.65228114072,61524.69984272129,51904.45453910543,B
50,56,76061.03268534114,PhD,60,59,61396.856372984315,West,Yearly,Food,37323.554489211645,51686.23407934403,60811.38128636102,56775.53652845684,52520.686906650364,B
54,34,39235.472975295816,PhD,44,39,68186.7743332469,East,Yearly,Food,33065.75653181054,68911.314452469,67135.13963939495,28109.862264778745,80731.18690177142,A
29,25,52978.27841601264,Bachelor,64,42,30004.38140423175,West,Rarely,Books,37545.05473834014,40882.69579631496,23310.682525258428,87824.23113580132,102787.57821936929,A
45,43,46893.30954804514,Master,28,49,41685.915267869575,East,Weekly,Electronics,39965.6926596167,56551.37753570563,43496.65531805693,65924.85626129061,50058.77192154582,B
50,30,57005.518929672064,PhD,33,23,96352.96560660865,West,Monthly,Clothing,21880.25519489922,43317.1405208409,44625.27322871242,47489.95592705425,57524.56495785567,A
46,58,32214.801105638624,Bachelor,34,18,69388.21095304938,North,Monthly,Food,37780.475435888584,56197.06900365557,45102.37765230753,49952.0675524887,44671.81738770414,C
25,52,83528.12589303285,PhD,33,37,77216.27626530801,East,Weekly,Electronics,43332.8189433483,58281.93646485703,45714.51297069104,48207.15409449488,45314.433933489716,C
37,47,55101.198644258955,Master,30,41,48996.85755295551,East,Rarely,Clothing,44127.632675773275,64620.34371923559,51612.29272023705,36768.923188165325,30076.29253424922,A
27,51,62178.28003985641,PhD,24,55,77981.35882425535,East,Monthly,Clothing,61586.60530994115,69602.41070849395,43568.58274842667,58700.45250066206,39876.73719651527,B
61,38,65161.15354307204,High School,19,27,43627.95833797671,East,Monthly,Food,58328.070394439725,90070.12394747752,42831.28390984512,56754.70477787087,44342.26661063181,C
33,49,57386.19517192818,PhD,26,22,56888.94950859517,North,Weekly,Clothing,48466.2441853522,24422.720090174615,16924.59216499426,50425.6695411079,72540.82984845898,C
41,35,49942.84392078831,Bachelor,20,38,71228.15616297827,South,Monthly,Electronics,51147.05595091691,58998.969661062365,36176.68469204775,44118.66611280324,11220.802889183353,B
46,50,58446.5570359356,Bachelor,27,24,46330.73341599926,North,Monthly,Food,44564.97168460387,36941.25386250863,114314.63132009316,37152.71017464009,17051.337111952875,C
31,59,45845.72170756563,Master,46,52,73659.49841901098,North,Weekly,Clothing,43461.990466849136,84172.49719527223,50176.30374080528,44113.52043839035,18419.895575671075,B
31,24,72614.56167278042,Bachelor,19,52,38211.57540424477,West,Monthly,Electronics,26800.601303707594,66283.36136221942,47881.69213738199,95088.92207605176,45741.17689683838,A
20,48,28991.014118738574,High School,25,56,15172.456811029777,East,Yearly,Books,58555.56254783869,30830.621802236852,42417.37317945177,25129.582917939573,76723.18040769221,B
29,43,50127.97369432243,High School,59,64,47890.58015311404,North,Weekly,Electronics,53088.57000381194,94658.56689267521,63726.59280718952,66160.52991666623,29625.657537855266,C
29,34,51931.079149585836,High School,51,31,61999.24411536752,South,Yearly,Food,79691.01030062721,67871.40655061464,43989.7979974962,31101.397475052243,29965.21848624855,A
38,59,57492.100853887605,Master,50,23,61182.223775777005,West,Weekly,Books,59404.57187879731,78154.31779092246,22428.643275534578,54761.11208256707,21173.081366077633,B
53,21,35382.20565027523,Master,20,18,59642.294004319454,West,Rarely,Books,44496.70163423972,37925.45931992785,50388.42255838033,84498.4160646482,40855.420084198886,A
27,41,77805.24116823348,PhD,53,37,51197.58534431922,North,Monthly,Books,65605.36413300918,46011.3426500887,39480.55250243941,5976.914678077104,62413.18077581059,A
57,44,38220.629845970834,PhD,35,51,59357.645742618944,North,Rarely,Electronics,61033.880235600154,24939.256983231702,28769.416890453616,61124.22922417306,34777.035972984944,C
34,63,69672.16990379983,PhD,57,41,36040.50661345001,North,Rarely,Clothing,53048.40907117982,98022.5426074736,66804.9606863962,55783.6330884514,67771.71631474103,C
28,48,69360.77909334822,Master,48,20,19087.949014070597,West,Monthly,Books,25832.178369808666,64598.67251373129,62048.847894945255,77971.27144337543,37096.40405365257,B
57,55,43200.73772451694,PhD,49,35,44933.73884521004,East,Monthly,Books,92800.356591015,38760.64012198613,45664.56933827759,59512.82759863229,28082.954493614612,A
28,56,30717.510264404646,High School,23,28,41703.90648234187,East,Monthly,Food,66116.30090264925,15696.906559836505,67792.52430129983,53802.066720120274,76119.65187044538,A
52,63,76638.75435151237,High School,31,20,68233.90338499942,North,Monthly,Books,54431.833423881035,5489.432188592786,17641.769746202044,48276.11169499028,547.6416873183844,A
38,36,44533.84379300429,Bachelor,44,61,44429.555561741814,North,Yearly,Electronics,51977.51921223846,62393.7395412998,67055.89948835384,19923.344269164467,61763.48594720337,C
36,25,67947.62690843148,Bachelor,20,59,47333.22047539833,West,Yearly,Books,64411.23062361173,70153.74777956109,57600.72298650065,298.38653277283447,51198.24938203887,A
48,61,38828.37897297572,PhD,57,36,59255.98935274096,East,Monthly,Clothing,67372.76633343985,58792.52532308442,34898.865800878964,30898.97183354339,69074.44305674829,A
52,58,57939.050348380624,Bachelor,54,36,7719.163730593369,West,Weekly,Food,64790.41152305403,71925.1640096831,49970.36938604575,52213.510174840805,74086.64823747941,A
39,49,44910.084521909586,Master,30,43,53704.40119555781,North,Yearly,Food,47754.5758439954,60622.143979232285,21841.211195177802,34251.57433052327,58767.81052076461,B
39,26,69605.06915690712,PhD,55,30,86521.28140417658,East,Monthly,Electronics,67472.44949882939,23558.35142608431,87152.15547148399,18966.95135332764,73485.29012764986,A
45,38,49223.506447241685,PhD,29,26,42263.16260877843,South,Rarely,Food,77281.59653564711,56317.66204552764,51300.114559742186,66285.45436026662,85582.21810811386,C
27,31,33084.07346709217,High School,33,37,66119.4469328143,North,Weekly,Clothing,23782.489643521872,58365.01562121679,52606.73945118634,43770.4099982717,34832.30915515013,A
54,39,84360.17832868223,Master,44,20,50106.355359467714,South,Monthly,Clothing,47682.60104300538,77886.20150332584,45519.92053194801,76914.86739690058,41456.67294550866,C
37,56,34359.23471785467,Master,31,26,79595.09462253221,West,Monthly,Food,75483.55499781917,83493.8462517554,75981.96862969619,79122.45922086708,90755.41334006005,A
35,58,71409.95630178094,Master,57,33,58090.077906120954,South,Weekly,Electronics,33137.90953237524,37591.40957121854,49790.03792869212,35436.895589197404,59982.43328416971,A
